我不哭 (献给汶川地震中受难的人们)  O网页链接 ​,8,四川
上午去参加了全国公益之星颁奖典礼，知道了陈光标这个人，十几年来捐款超过10亿元，汶川地震发生后两小时迅速组织60辆挖掘机到达现场..典礼现场提出奖励每位获奖者50万元人民币和200台电脑... ​,8,北京
纪念汶川地震一周年  O网页链接 ​,8,海外
icebugger: 汶川地震时，果敢人捐出了100多万，是1元1脚凑出来的 ​,7,北京
汶川地震中完好无损的教学楼（转载）  O网页链接 ​,7,山东
5.12相关地区4000年不再发汶川地震  O网页链接 ​,8,四川
回顾汶川地震一周年  O网页链接 ​,8,安徽
回复：不是三峡，而是黄万里促成了汶川地震  O网页链接 ​,10,北京
不公！正确预测汶川地震专家被迫提前退休 / 翟明磊  O网页链接 ​,11,山东
那一刻地动山摇 ——5.12汶川地震亲历记  O网页链接 ​,11,福建
核心提示：中国工程院院士陈厚群近日在三峡工程研讨会上称，汶川大地震后，水库地震问题被国内外各界人士所关注，有说法称汶川地震跟三峡工程有关，是误传，三峡工程的蓄水不具有触发汶川大地震的条件。 ​,8,北京
汶川地震募捐760个亿，80%到了政府腰包？真的？那余下的152个亿到底多少钱实实在在用于灾民了！ ​,8,上海
《惊天动地》：全面记录汶川地震的国庆献礼片。      O网页链接 ​,8,上海
这最后一个灰色的模板，弄的跟汶川地震时候似的。。。 ​,8,北京
而且想起来，饭否的上线日期是07年5月12日，一年之后就是汶川地震了。。。不知道明年会不会也变成饭否的哀悼日 ​,8,北京
中国、英国和美国的科研人员８月３１日发表一份研究报告说，一些汶川地震幸存者在震后１０多天里便出现大脑区域功能失常现象。研究人员认为，这提醒人们在大灾难后应对灾民迅速开展心理干预和相关治疗。   ========是新华网的哦 ​,8,北京
今天在公交车上听见说我们80后嚣张和好高骛远，感觉faint。不管是汶川地震还是北京奥运会，80后的表现都是可圈可点的，全民团结的景象，处于18-28黄金年龄的80后贡献不可无视。而在生活中，我们面对的是人生机会的越来越少和生活的不断通胀，被既得利益者拿出来批评，不忿！ ​,9,北京
汶川地震的时候怎么没有这么多直升机 ​,9,北京
一位道士和一位和尚这样总结汶川地震：是因为土地爷很久没被供奉在我们的庙里了 ​,8,北京
汶川地震灾后重建审计 堤防工程石质差  O网页链接 ​,8,北京
新浪首页那么红，是不是其他网站也快开始效仿啦，就像汶川地震时都是灰色的 ​,8,北京
分享飞舞的细雨的博文：鹤立幼儿园里的汶川地震 O网页链接 ​,10,北京
分享飞舞的细雨的博文：鹤立幼儿园里的“汶川地震”---四个孩子头部重创 O网页链接 ​,10,北京
中国的GDP、财政收入等诸如此类的数据也是一年好过一年的，不管是面临SARS的时候，汶川地震的时候，金融危机的时候都是如此，何况企业。呵呵。,9,北京
所以，这种应景式的传记电影，应该没什么看点吧？一如汶川地震后敢拍出来的的所谓的纪录片，个个烂如狗屎，矫情地展示人文关怀。从这点看，冯小刚和贾樟柯是聪明的。 ​,9,福建
因为汶川地震，中国低调办奥运，北航也应该低调办挑战杯，以慰死者… ​,9,北京
分享念青唐古拉的博文：写在汶川地震一周年【原创】 O网页链接 ​,9,北京
分享太阳花开的博文：汶川地震周年祭——悼念花季少年 O网页链接 ​,9,北京
今天又听说四川汶川地震了，虽不大，让人揪心。 ​,9,北京
周六写作课上，老师讲了很多汶川地震时候的灾难性报道案例，当时听着特别的难受，趁同学们不注意偷偷的抹干了眼泪。 ​,9,北京
好几个脖友报告有震感，看来还是汶川地震的余震。同志们这一年多担惊受怕，辛苦了。我代表全国人民慰问你们！ ​,9,北京
这几天的感觉很接近去年的汶川地震，这次的震中是成都金牛区。不管是天灾，还是人祸，不管是亲人，还是他人，不应该消失的生命总是让我心酸胆寒，如丧考妣。 ​,11,北京
来了一个沉重的汶川地震揭黑，再来一个轻松搞笑的旧图片（应该是很多人都看过，笑过）吧。生活就是这样，在黑色和幽默之中，笨拙而艰难地前进着。 ​,11,北京
作为地震第二天就进入到映秀的汶川地震亲历者，一直以来那都是一个难以言说的痛苦记忆，迄今为止，数千张照片都没有整理，也无法整理，幼儿园和小学，是伤得最深的痕迹。但是再重的伤，都比不过这篇博客文章带来的，看完后你会觉得生亦何欢，死又何苦O网页链接 ​,11,北京
比如我最关心的台湾大学陈书梅教授的《后现代的图书馆阅读指导服务》一文，里面有一半讲的是书目疗法，介绍了汶川地震后，陈教授的书目疗法团队为震区儿童提供的书目疗法服务，参考资料里既有我的书，也有她2009刚刚指导的两篇研究书目疗法的硕士论文。对我极有参考价值。 ​,11,北京
#2012#是怎么活起来的？首先呢，是#媒体炒作#，顿时间，异口同声的说这个片子是首部正面反应中国的，世界需要中国来拯救，方舟中国造，导演被汶川地震感动，中国军人再现抗震救灾，N个到china去，云云，是我们媒体没见过世面，还是自卑的太久了？ ​,11,北京
I Do儿童基金简介：2008年5月15日，著名企业家李厚霖先生个人捐资2000万发起成立了中华慈善总会I Do儿童基金。此时，距5月12日四川汶川地震仅仅三天。  I Do儿童基金以帮助儿童及青少年的成长与教育并促使其提高整体的生存能力及发展能力为宗旨。 ​,10,北京
此握手雕塑，将入汶川地震博物馆。 ​,10,其他
靠，忍不住想骂人，这也分主流呀。那我是不是可以说，汶川地震，四川有近一亿人逃生，中国有十三亿幸存，世界有六十亿人平安？生命没有比较，每一个同胞离去都是值得悲伤的，更何况在本不应该的灾难面前 //@闾丘露薇: //@谭人玮:转发微博。,10,北京
如果那个预测11月23日汶川地震的消息可以上据说版，应该是很合适的重量级题材，不过话说回来，这样的事情，如果是在6月份，可能会被据说版采用么？,10,北京
给活人来这个真的挺吓人 RT @rtmeme: RT @peachgui RT @*****nmedia: ******“握手”雕塑将入住汶川地震博物馆 O网页链接  马屁精真多啊 ​,10,其他
回复@萱草青青:如果请汶川地震孤儿来京享受后，是不是对他们心灵的另一个打击？确实考虑的不周到。不过也希望奔驰可以跟我们联手救助一些孤儿。,10,北京
奔驰千禧狂欢夜，抽奖环节中，我还在想如果我抽到了就邀请奔驰公司资助10个汶川地震孤儿来京，住豪华酒店吃大餐，让他们也体味一下有钱人的生活。 ​,10,北京
刚看那个著名的汶川地震英雄猪坚强的现任老板樊建川跟袁鸣的聊天儿，把我看瓜儿了。流着口水看了两遍。老板说猪坚强太精了，来回翻着身让保健师给他按摩。早上九点去办公室上班唧唧歪歪不肯走，因为不好玩儿啊。下午五点下班就飞奔回宿舍狠狠地搓一顿。知道他在哪儿上班吗？不骗你，就是建川地震博物馆 ​,10,其他
刚刚汶川地震了。于是百度地震贴吧又一枚神贴被挖了出来，@百度知道 你知道介到底素为虾米么？  围观百度地震贴吧原帖：O网页链接 ​,10,北京
百度吧的汶川地震预言帖  O网页链接 O网页链接 ​,10,上海
昨天听人夸2012电影的中国元素，我来说说：上映前有很多类似托儿的人在发帖，说有中国元素，向汶川地震致敬等。看完影片，我真得觉得好惭愧。《2012》里的中国形象，几乎都是负面的。也许有些人并不能清晰的看出，但如果有人只是为了在“好莱坞大片”里听到了普通话而欢呼的话，我只能说这是可悲的。 ​,10,北京
从来就是报喜不报忧的！！除了汶川地震。 //@谭飞:纯转，不置评。,10,福建
汶川地震1年半 施工队废墟中挖出遇难女司机 ​,10,山东
汶川地震建筑质量问题缘何未追究？据科学时报报道，华中科技大学丁烈云在中国工程管理论坛表示，大部分倒塌房屋在抢险过程中已被清理，第一现场被破坏；更深层次原因是，如果认定灾区内许多建筑物质量确实有问题，现有的共同体利益会受到损害。O网页链接 ​,10,浙江
今天在火车上见了一个能扯的。介绍个产品，扯到汶川地震中的武警官兵，扯到南极科考队，扯到山东医科院，还是中西医结合红外线，什么蜡疗。 ​,11,山东
一汶川地震幸存者被俄罗斯救援队救出，记者采访他感觉怎样，幸存者想了半天说：“狗日的地震好凶噢！老子被挖出来看到外国人还以为把老子震到国外了. ​,11,北京
今天想谈论的几件事儿：汶川地震、rain当山东大使，火箭 ​,11,陕西
昨天在小学的贴吧看到一个帖子，一个我未曾谋面的亲，一个汶川地震时的志愿者，一个那么可爱美丽的女孩就这样结束了自己的生命。生命如此脆弱，既然她选择了这种方式，相信她这么冰雪聪明的一个女孩肯定是已经深思过了。在这里祝她天堂一路走好，与她的男友在那里可以再相遇，来世幸福。 ​,11,其他
编辑到一篇讲奥美在汶川地震中的作为的文章，眼睛又冒水了。 ​,11,其他
怕是因为道路堵塞带来的年经济损失超过汶川地震吧,11,北京
回复@于今:太好了 //@于今:中国NGO近十年进入加速发展阶段，从98年洪灾到03年宣传防御SARS，再到08年雪灾，尤其是在汶川地震救援救助中反应比以往任何一次危机事件都迅速而积极，通过募集资金、调动机器设备捐赠生活必须物品、召集救援人员开赴灾区等形式，得到国际社会的肯定。我这能公开NGO的数量386916个。这数据截至07年。,11,其他
很好，有兴趣一起做点研究吗？ //@于今:中国NGO近十年进入加速发展阶段，从98年洪灾到03年宣传防御SARS，再到08年雪灾，尤其是在汶川地震救援救助中反应比以往任何一次危机事件都迅速而积极，通过募集资金、调动机器设备捐赠生活必须物品、召集救援人员开赴灾区等形式，得到国际社会的肯定。我这能公开NGO的数量386916个。这数据截至07年。,11,其他
中国NGO近十年进入加速发展阶段，从98年洪灾到03年宣传防御SARS，再到08年雪灾，尤其是在汶川地震救援救助中反应比以往任何一次危机事件都迅速而积极，通过募集资金、调动机器设备捐赠生活必须物品、召集救援人员开赴灾区等形式，得到国际社会的肯定。我这能公开NGO的数量386916个。这数据截至07年。,11,北京
今天看传奇节目，讲的是援救动物，我觉得我们在就动物的同时也是在救自己，汶川地震时有一家的母鸡一连好几天都到被埋的主人身边下一个鸡蛋，直到他被救援队就起，还有印尼海啸时一只大象背着十几个孩子到了安全的地方。地球不单只是我们人类的，还是所有地球上的生物的！真爱地球！ ​,10,北京
会议中。项目组有人提到《2012》，忽然想起汶川地震时同学发来的一条短信“世界末日并不可怕，可怕的是当那天来临，你没有非做不可的事，没有非爱不可的人！”。  时光逝，又过去若干日子了。 ​,10,上海
当代最可爱的人 //@六小龄童二代:谁是最可爱的人 //@杨晓晨:还真没经历过，但是看过四川汶川地震的电视直播~//@老赵的微博:这是生命与死神的抗争！你经历过大地震吗？没有？我经历过1976唐山大地震。我见过躺在马路上一排排的死尸。我见过解放军战士奋不顾身去扒人。他们累，我流泪！ //@老赵的微博:他累。我泪。 //@杨晓晨:好可爱啊,10,北京
还真没经历过，但是看过四川汶川地震的电视直播~//@老赵的微博:这是生命与死神的抗争！你经历过大地震吗？没有？我经历过1976唐山大地震。我见过躺在马路上一排排的死尸。我见过解放军战士奋不顾身去扒人。他们累，我流泪！ //@老赵的微博:他累。我泪。 //@杨晓晨:好可爱啊,10,北京
汶川地震灾害造成的因学校、医院、政府部门等公共设施倒塌所致伤亡较大，与低水平、低标准和不充足的公共产品供给有关，也是财力短缺的直接“惩罚”。O网页链接 ​,10,北京
历史应该是个人的记忆，不是任何一种官方的陈述。就像是汶川地震，官方的历史告诉你那是一个抢险救灾的英雄故事；而对于受难的人，那却是一段失去亲人的最惨痛的回忆。 ​,10,北京
看到《2012》地震的部分泪流满面.不知为什么我忽然想到去年汶川地震后的情景是否有些类似?经历过地震的人看这部电影受得了吗? ​,10,北京
分享飞舞的细雨的博文：鹤立幼儿园里的“汶川地震”---四个孩子头部重创 O网页链接 ​,10,北京
校内看到的经典语录：迎着非典上初中，在南方冰灾那年毕业;踩着禽流上高中，在汶川地震那年毕业;迎着甲流上大学，在世界末日那年毕业。我们果然是最霸气的一代. ​,10,北京
汶川地震中的十五勇士 ​,10,北京
又，汶川地震这样重大的国家历史事件，有什么能让人记住的艺术作品吗？艺术感染力是金钱和光影多堆不出来的。。比如，八大胡同迎宾般的《米和油》。。,10,北京
这场大雪，又塌了那么多教室，又死了那么多孩子。教育部居然还有脸再发通知，要求立即停用不安全校舍。这不是负责任的行为，这分明是流氓行为！汶川地震之后，教育部就全国排查了，也公布了结果，说没有问题了。现在的情况怎么说？新教育部部长如何解释？教育部越来越成流氓部了…… ​,10,北京
芭蕾女孩四川汶川地震幸存者曾经在去年残奥会与芭蕾王子一起跳舞的小女孩---李月。这次在《生命-阳光》颁奖晚会上她将与战斗英雄史光柱和残奥会残疾人火炬手金晶一起朗诵诗歌。 ​,10,北京
luoyonghao RT @lianyue: 两新闻：1、汶川地震重灾区1年来1100多名干部被提拔重用。2、汶川地震当日商家被征用10万物资，仅获7000补偿。 ​,10,北京
以前曾有人提出，在地下断层附近的地面上建设的大坝是引发2008年5月四川大地震的一个原因。最近的一项科学研究支持了这一看法，发表在10月底出版的《地球物理研究快报》的研究认为，紫坪铺水库和大坝额外带来的重量可能是引发这次7.9级地震的一个原因--大坝可能让汶川地震的发生提前了数十年到数百年。 ​,10,北京
路上那么深的雪水还遇到个JP，公交车带到他身上一点水，就把电动车横在公交车前不让走了。更为JP的是俩记者还跑那儿采访人家去了。中国记者这种东西，哪儿忙哪儿有你们，你们不帮着一大车的群众劝架也就罢了，还添乱。真TMD让我想到汶川地震的时候你们内句“先别救，我先拍”，你们都是一个老师教的吧 ​,10,北京
请大家关注：北京鹤立幼儿园里发生了汶川地震了！！！ ​,10,北京
深圳上空突现一种阴阳云，即天空直直地划分，半边蓝天，半边灰云。这种云彩在汶川地震前北京的天空也见到，连续有三天，黄昏后天空一半呈现；垄沟状，垄沟特别直，特别深。  日本专门有研究地震云的协会，认为天地之间有联系，怪云乃地气之泄之显。 ​,10,北京
各位媒体朋友真该帮帮他//@徐小平:弱势群体，往往就是高贵群体，比如汶川地震时感动中国的义丐徐超老人。,11,北京
转发 科幻世界 的新浪围脖： 我们下午参观了汶川地震博物馆，整个下午的气氛都变得有些压抑。值得一提的是，博物馆门口圈养着地震时名噪一时的“猪坚强”。它被关在一块四平米的水泥地上，不停地舔着地上的一块水渍。猪坚强，但猪不快乐。 猪坚强，但猪不快乐 猪坚强，但猪不快乐 猪坚强，但猪 ​,11,北京
转发 科幻世界 的新浪围脖：  我们下午参观了汶川地震博物馆，整个下午的气氛都变得有些压抑。值得一提的是，博物馆门口圈养着地震时名噪一时的“猪坚强”。它被关在一块四平米的水泥地上，不停地舔着地上的一块水渍。猪坚强，但猪不快乐。  猪坚强，但猪不快乐  猪坚强，但猪不快乐  猪坚 ​,11,海外
成都防震局：汶川地震余震活动正衰减，余震区只会有震感，不会有任何危险。除余震区外，其他包括整个成都平原在内的广大外围区都是平安的。市民切不可相信关于地震的谣言，尤其是网上的谣言。O网页链接 ​,11,北京
嗯，柴伟的孩子叫柴长青，已找到。记得刚巧找到时发生了汶川地震。柴家摆酒庆贺，我在博客说这事时，网友还有些微词。个人的喜剧在大灾难前显得很渺小，不过我当时的确很为柴伟高兴。为揭开黑窑立下大功的寻子联盟六家长只有袁成孩子没找到了… //@王和岩:……特此说明并向袁成致歉,11,北京
一汶川地震幸存者被俄罗斯救援队救出，记者采访他感觉怎样，幸存者想了半天说：“狗日的地震好凶噢！老子被挖出来看到外国人还以为把老子震到国外了. ​,11,北京
脑残艺人：汶川地震他很开心。  OSJ-M成员周觅 地震开心门周觅脑残 ​,11,北京
[1/2]今天下午同事领来一个阿姨，后面跟着个三岁左右的小男孩，白白净净很漂亮，同事说阿姨在马路边上看到他们拿着摄像机就跑来找他们帮忙，在台门口一上午了没法进来，她想给这孩子找个人家收养了，汶川地震后孩子亲人全没了，这阿姨就带着孩子来北京电视台找希望，早晨刚下火车就赶过来了，最后跟领导谈了 ​,11,北京
汶川地震让我们的孩子死的憋屈，临朐学校让我们的孩子死的舒坦，进步呀，山东教育系统。,11,北京
据国家统计局26日发布的数据，全年各类自然灾害造成直接经济损失11752亿元，比上年增加4.0。其中，四川汶川地震造成直接经济损失8451亿元。全国因地震和生产安全事故死亡约16万人。 ​,11,北京
余秋雨被网友评为“华语世界第一文盲”。  余氏新近为南京钟山所作碑文，“主事者命余作文，方落数语，已烟霞满纸”的自夸状，足以证其为“文盲大师”；而其无视当下拆迁惨烈之现状的“斥资五十亿，搬迁十三村，称民两万余……”以及汶川地震时的“含泪劝告”，更足见其“人盲”本质。 ​,11,北京
请大家放心，我正在劝说义丐去医院，即使京华时报不关心义丐的眼病，我也要为他的健康负责。 //@晴雨苏://@徐小平:弱势群体，往往就是高贵群体，比如汶川地震时感动中国的义丐徐超老人。,11,北京
//@徐小平:弱势群体，往往就是高贵群体，比如汶川地震时感动中国的义丐徐超老人。,11,北京
刚看下新闻，原来在我通话时就有地方地震了，自从汶川地震后，各地的地震分析全冒出来，地震带之类的，越发觉得不安全。特别是今年这边一小震，那边一大震，前天台湾，昨儿个河南，地壳安稳点吧！也越发觉得2012的意义了！ ​,11,陕西
汶川地震后消失了的银厂沟，我都还没去过。。。 ​,11,北京
到底谁有眼病？——批判《京华时报》的报道：《京华时报》不去关心义丐的眼病，却只关注义丐给《智本论》做代言，指责我利用义丐炒作，我的回应是：利用义丐才能让义丐得利！http://sinaurl.cn/h68x8//@玖壹肆 //@张大眼睛 //@徐小平:弱势群体，就是高贵群体，比如汶川地震时感动中国的义丐徐超老人。,11,北京
到底谁有眼病？——批判《京华时报》的报道：《京华时报》不去关心义丐的眼病，却只关注义丐给《智本论》做代言，指责我利用义丐炒作，我的回应是：利用义丐才能让义丐得利！O网页链接 //@痛定不思://@徐小平:弱势群体，往往就是高贵群体，比如汶川地震时感动中国的义丐徐超老人。,11,北京
记得去年看陈文茜的节目，当时汶川地震，台湾慈济派出很多志愿者来大陆。昨天台湾地震了，在厦门的同学也有强烈的感觉，希望台湾民众能挺过来，因为世界是一体的，大爱无疆！ ​,11,广东
//@徐小平:弱势群体，往往就是高贵群体，比如汶川地震时感动中国的义丐徐超老人。,11,北京
谢谢，四川人民也是义丐的恩人，一场灾难让全国人民的心灵得到救赎，他是汶川地震灾难赐给我们的珍贵礼物，他是一个珍稀人物，比所有珍稀动物的总和都有价值。 //@霛鈊:愿上帝保佑，徐超老人能康复，他是四川人民的恩人！,11,北京
//@徐小平:弱势群体，往往就是高贵群体，比如汶川地震时感动中国的义丐徐超老人。,11,北京
爆料！义丐眼疾贴遭新浪围脖首页和谐！请大家根据转载数量在围脖首页寻找该贴查证！ //@幽兰居士://@徐小平:弱势群体，往往就是高贵群体，比如汶川地震时感动中国的义丐徐超老人。,11,北京
//@徐小平:弱势群体，往往就是高贵群体，比如汶川地震时感动中国的义丐徐超老人。,11,北京
//@徐小平:弱势群体，往往就是高贵群体，比如汶川地震时感动中国的义丐徐超老人。,11,北京
带汶川地震后来京学生游览北大图书馆 ​,11,北京
//@微醺儿://@思维牙医://@杜欣://@徐小平:弱势群体，往往就是高贵群体，比如汶川地震时感动中国的义丐徐超老人。,11,北京
//@思维牙医://@杜欣://@徐小平:弱势群体，往往就是高贵群体，比如汶川地震时感动中国的义丐徐超老人。,11,北京
是的，可是看看我们的媒体都在关注一些鸡零狗碎。外国的老百姓我们的媒体都能关注，自己的老百姓却视而不见。 //@iammabuqing:那些千千万万没上微博的弱势群体更值得关注 //@徐小平:弱势群体，往往就是高贵群体，比如汶川地震时感动中国的义丐徐超老人。,11,北京
转发微博。 //@徐小平:弱势群体，往往就是高贵群体，比如汶川地震时感动中国的义丐徐超老人。,11,北京
//@徐小平:弱势群体，往往就是高贵群体，比如汶川地震时感动中国的义丐徐超老人。,11,海外
